Latitude,Longitude
-31.594203339999996,115.67159603499998
-31.594203319,115.671595949
-31.594203294999996,115.67159586700001
-31.594203273,115.67159581099999
-31.594203262999997,115.67159577299999
-31.594203174999997,115.67159567499999
-31.594203089999997,115.671595595
-31.594203020999995,115.671595555
-31.594202973,115.671595494
-31.594202919999997,115.67159545599999
-31.594202886,115.671595342
-31.594202873,115.67159521099998
-31.594202857,115.67159512
-31.594202836999997,115.671595028
-31.594202823,115.67159492799999
-31.594202811,115.67159481300001
-31.594202808999995,115.671594696
-31.594202787,115.671594599
-31.594202781999996,115.67159450999999
-31.594202814999996,115.671594456
-31.594202874999997,115.671594374
-31.594202926999998,115.67159425699998
-31.594202986,115.67159415399999
-31.594203041,115.671594071
-31.594203087999997,115.671593996
-31.594203122,115.67159385799998
-31.594203158999996,115.67159373800001
-31.594203174999997,115.67159363499998
-31.594203185,115.671593569
-31.594203195999995,115.671593506
-31.594203225999998,115.671593397
-31.594203257999997,115.671593317
-31.594203279000002,115.67159327
-31.594203305999997,115.671593196
-31.59420333,115.67159316300001
-31.594203375,115.67159304
-31.594203401999998,115.67159292699999
-31.594203401999998,115.67159283199999
-31.594203417,115.67159274699999
-31.59420346,115.67159268599998
-31.594203526999998,115.67159253599998
-31.594203588999996,115.671592394
-31.594203649999997,115.671592297
-31.594203712,115.671592232
-31.594203736,115.671592171
-31.594203779,115.67159197999999
-31.59420383,115.67159180999998
-31.594203866,115.67159167899999
-31.594203936,115.67159155699999
-31.594203995999997,115.67159145799998
-31.594204108999996,115.67159117599999
-31.594204199,115.671590977
-31.594204264999995,115.67159083299998
-31.594204331999997,115.671590672
-31.594204386999998,115.67159058299998
-31.594204473999998,115.67159036199999
-31.594204526,115.67159019
-31.594204586,115.67159004999999
-31.594204614999995,115.67158995399998
-31.59420463,115.67158984999999
-31.594204724999997,115.671589641
-31.594204807999997,115.671589493
-31.59420487,115.671589375
-31.594204937,115.67158927499999
-31.594205007,115.671589195
-31.594205107999997,115.671589047
-31.594205176999996,115.67158890099999
-31.594205237999997,115.67158878599999
-31.594205289999998,115.671588715
-31.594205357999996,115.67158860299999
-31.594205502999994,115.671588388
-31.594205625999997,115.671588222
-31.594205722,115.67158808800001
-31.594205786,115.67158798299998
-31.594205831,115.67158790399999
-31.594205927999997,115.67158777799999
-31.594206001999996,115.671587689
-31.594206061999998,115.67158761099998
-31.594206110000002,115.671587547
-31.594206147,115.67158748699998
-31.594206283999995,115.67158729
-31.594206405,115.671587123
-31.594206507999996,115.67158700399999
-31.594206600999996,115.67158688599999
-31.594206682999996,115.671586768
-31.594206797000002,115.671586593
-31.594206885000002,115.671586452
-31.59420697,115.671586333
-31.594207029,115.67158624999999
-31.594207067,115.671586171
-31.594207172,115.671586142
-31.594207251999997,115.67158614
-31.594207324,115.671586119
-31.594207412,115.67158607699999
-31.594207468999997,115.67158606099999
-31.594207550999997,115.671586002
-31.594207631999996,115.671585946
-31.594207681,115.671585913
-31.594207713999996,115.671585872
-31.594207762999996,115.67158583199999
-31.594207893,115.67158574300001
-31.594208107999997,115.671585594
-31.594208395999996,115.67158538099999
-31.594208731,115.671585115
-31.594209169,115.67158471500001
-31.5942096,115.671584263
-31.594210027999996,115.67158378299999
-31.594210518,115.671583206
-31.59421098,115.671582601
-31.594211426999998,115.671581871
-31.594211979,115.671581019
-31.5942126,115.671580068
-31.594213281,115.67157895799998
-31.594214001999998,115.67157783399999
-31.594214727999997,115.67157660699999
-31.59421553,115.67157514899999
-31.594216398,115.671573643
-31.594217342,115.671572095
-31.594218262,115.67157041199998
-31.594219162999998,115.671568555
-31.594220101999998,115.67156675
-31.594220999,115.67156480999998
-31.594221895999997,115.6715627
-31.594222797,115.671560441
-31.594223687,115.671558093
-31.594224655999998,115.671555616
-31.594225595999998,115.67155301199999
-31.594226426999995,115.67155021500001
-31.594227218999997,115.67154728599998
-31.594227908999997,115.67154445199999
-31.594228597,115.67154175499999
-31.594229199,115.671539218
-31.594230270999997,115.671534368
-31.59423066,115.671532041
-31.594230976,115.671529795
-31.594231233,115.67152752499999
-31.594231462,115.671525222
-31.594231689999997,115.67152293699998
-31.594231857999997,115.67152090599998
-31.594232036,115.67151910599999
-31.594232144,115.67151733299998
-31.594232191,115.67151565599998
-31.594232194999996,115.67151411099998
-31.594232167999998,115.67151263099998
-31.594232183999996,115.67151131099999
-31.594232176,115.671510078
-31.594232137,115.67150881500001
-31.594232024,115.671507654
-31.594231885,115.671506829
-31.594231894999997,115.67150627899998
-31.594231932999996,115.67150597899999
-31.594231943999997,115.67150582999999
-31.594231949,115.671505765
-31.594231979,115.67150574200001
-31.594232047000002,115.671505599
-31.594232082999998,115.67150548499998
-31.594232117,115.67150542099999
-31.59423215,115.671505375
-31.594232168999998,115.671505324
-31.594232192,115.67150515099999
-31.594232211999998,115.671505025
-31.594232231,115.671504921
-31.594232243,115.67150482999999
-31.594232268,115.67150476099998
-31.594232337999998,115.671504581
-31.594232363,115.67150444
-31.59423238,115.67150433699999
-31.594232406999996,115.671504297
-31.594232412,115.67150433499998
-31.594232418,115.67150433900001
-31.594232418999997,115.671504472
-31.594232392,115.67150476500001
-31.594232337999998,115.671505183
-31.594232219,115.67150572199999
-31.59423206,115.67150636099998
-31.594231852999997,115.67150712799999
-31.594231597,115.67150797699999
-31.594231276999995,115.67150888299999
-31.594230974,115.67150992799999
-31.594230722000002,115.67151095999999
-31.594230411,115.671512106
-31.594230020999998,115.67151344999999
-31.594229523,115.671514976
-31.594229092,115.67151661300001
-31.594228774999998,115.67151838099998
-31.594228407999996,115.67152034899999
-31.594228000999998,115.67152247499999
-31.59422766,115.671524768
-31.594227436,115.67152717799999
-31.594227419999996,115.67152962899999
-31.594227519999997,115.671531869
-31.59422778,115.671533957
-31.594227986,115.671536056
-31.594228187,115.671538151
-31.594228418,115.671540119
-31.594228662,115.67154189899999
-31.594228882,115.671543392
-31.594229087,115.671544467
-31.594229288999998,115.671545231
-31.594229486,115.67154573299999
-31.594229575999996,115.67154595799998
-31.594229638999998,115.67154598499998
-31.594229656,115.671545867
-31.594229607999996,115.67154564799999
-31.594229624,115.671545352
-31.594229554,115.67154493
-31.594229389999995,115.67154442699999
-31.594229150999997,115.671543891
-31.594228876,115.671543292
-31.594228547,115.67154266300001
-31.594228156,115.671541942
-31.594227681999996,115.671541163
-31.594227186999998,115.67154032
-31.594226661,115.67153941199999
-31.59422606,115.671538491
-31.594225283999997,115.671537524
-31.594224439999998,115.67153642899999
-31.594223523,115.67153521199998
-31.594222583999997,115.671533981
-31.594221593999997,115.671532751
-31.594220461,115.671531515
-31.59421943,115.671530299
-31.59421863,115.67152926199998
-31.594218047000002,115.671528515
-31.594217664,115.671528047
-31.59421743,115.67152778599998
-31.594217283999996,115.671527649
-31.594217244999996,115.671527597
-31.594217247000003,115.67152761099999
-31.594217273,115.67152768
-31.594217305,115.67152772
-31.594217304,115.67152775
-31.594217276999995,115.67152778900001
-31.594217289999996,115.671527808
-31.594217276999995,115.67152785399999
-31.594217256999997,115.67152790999998
-31.594217273,115.67152792
-31.594217305999997,115.671527916
-31.594217305999997,115.67152793499999
-31.594217279000002,115.671527976
-31.594217256,115.67152801199998
-31.594217243,115.671528055
-31.594217229,115.671528092
-31.594217243,115.67152814100001
-31.594217198,115.6715282
-31.594217157,115.67152825
-31.594217125999997,115.67152828399999
-31.594217100999998,115.671528295
-31.594217051999998,115.67152827599999
-31.594216945999996,115.67152823099998
-31.594216825,115.67152813699998
-31.594216652999997,115.671527976
-31.594216466000002,115.67152773800001
-31.594216252999995,115.67152743800001
-31.594210751,115.67152962
-31.594210439999998,115.671529218
-31.594210113,115.67152870199999
-31.594209739999997,115.671528126
-31.594209336,115.671527422
-31.594208848,115.67152663299998
-31.594208401999996,115.67152590699999
-31.594208036,115.671525368
-31.594207818999998,115.67152500099999
-31.594207713999996,115.67152482799999
-31.594207654,115.671524776
-31.594207637999997,115.67152477399999
-31.594207654999998,115.67152480099999
-31.594207636,115.671524773
-31.594207605,115.67152475699999
-31.594207636,115.67152478699998
-31.594207626,115.671524796
-31.594207616000002,115.671524803
-31.594207622000003,115.671524779
-31.59420762,115.671524794
-31.594207581,115.67152477699999
-31.594207577999995,115.6715248
-31.594207586,115.671524819
-31.594207614,115.6715248
-31.594207573000002,115.671524799
-31.594207576,115.6715248
-31.594207568999998,115.671524824
-31.594207576999995,115.671524823
-31.594207589999996,115.67152480399999
-31.594207593,115.671524802
-31.594207577999995,115.671524802
-31.59420757,115.67152478499999
-31.594207576,115.671524792
-31.59420757,115.67152480799999
-31.594207579,115.671524796
-31.594207570999995,115.67152478199999
-31.594207598,115.671524794
-31.59420758,115.67152478699998
-31.594207574,115.671524768
-31.594207597,115.671524798
-31.594207597,115.67152478599998
-31.594207568999998,115.67152479
-31.594207577999995,115.67152476400001
-31.594207576,115.67152477999998
-31.59420758,115.671524815
-31.594207563999998,115.67152480499999
-31.594207555,115.671524798
-31.594207555999997,115.671524797
-31.59420757,115.67152479
-31.594207576999995,115.67152478599998
-31.594207570999995,115.67152478499999
-31.594207557999997,115.67152475699999
-31.594207589999996,115.67152475899998
-31.594207567999998,115.671524817
-31.594207549,115.67152480899999
-31.594207568999998,115.671524776
-31.594207604,115.671524796
-31.594207581,115.671524799
-31.594207552999997,115.67152478099999
-31.594207562999998,115.67152478299998
-31.59420755,115.67152482899999
-31.59420753,115.67152483499999
-31.594207574,115.67152481199999
-31.594207561999998,115.67152478399998
-31.594207538999996,115.671524771
-31.594207557999997,115.671524752
-31.594207542,115.671524776
-31.594207529000002,115.671524771
-31.594207570999995,115.671524746
-31.594207544,115.67152478699998
-31.594207572000002,115.671524771
-31.59420758,115.671524776
-31.594207568999998,115.67152478699998
-31.594207552999997,115.67152476199999
-31.594207555,115.671524766
-31.594207576,115.67152477699999
-31.594207594999997,115.67152477799999
-31.594207567,115.671524792
-31.594207539999996,115.67152475799999
-31.594207563999998,115.671524749
-31.594207512,115.671524725
-31.594207473,115.671524647
-31.594207407999995,115.671524478
-31.594207254,115.67152431400001
-31.594207045999998,115.67152408499999
-31.594206869999997,115.671523794
-31.594206641,115.67152348900001
-31.594206055,115.67152271500001
-31.594205706,115.67152233099999
-31.594205276999997,115.67152188599998
-31.594204820999998,115.671521338
-31.594203652999997,115.671520068
-31.594202931999998,115.67151925799999
-31.594202095999997,115.67151832
-31.594201158999997,115.67151729000001
-31.594200082999997,115.67151614000001
-31.594199105,115.67151468599998
-31.594197993999998,115.67151326199998
-31.594196783999998,115.671511802
-31.594195591000002,115.671510189
-31.594194319999996,115.67150848699998
-31.594192969999998,115.671506668
-31.594191457999997,115.67150472899999
-31.594189863999997,115.67150278399998
-31.594188276999997,115.671500491
-31.594186667,115.67149818699998
-31.594185079,115.6714959
-31.594183466,115.671493444
-31.594181997,115.67149105899999
-31.594180704,115.671488957
-31.594179495999995,115.671486992
-31.594178281999998,115.671484938
-31.594177004000002,115.67148288399999
-31.594175712,115.67148090399999
-31.594174569,115.671479041
-31.594173595999997,115.67147731099999
-31.594172612999998,115.67147575399999
-31.594171835,115.67147422299999
-31.594171070999998,115.67147281300001
-31.594170287999997,115.67147153900001
-31.594169567999998,115.671470263
-31.594168852999996,115.67146890299999
-31.594168163,115.67146770799998
-31.594167580999997,115.671466603
-31.59416701,115.671465564
-31.594166516,115.67146463699999
-31.594166000999998,115.67146374400001
-31.594165597,115.67146280799999
-31.594165022000002,115.67146225999998
-31.594164613999997,115.67146145299999
-31.594164275999997,115.67146055699999
-31.594163973,115.67145974
-31.594163689,115.67145883599999
-31.594163381999998,115.67145793199998
-31.594163112999997,115.67145700599998
-31.594162848,115.67145605899998
-31.594162616000002,115.67145527299999
-31.594162351999998,115.67145455899998
-31.594162129,115.671453838
-31.594161945999996,115.671453104
-31.594161735,115.671452321
-31.594161549,115.671451617
-31.594161386,115.67145100899998
-31.594161163,115.671450404
-31.594160948,115.67144969
-31.594160652999996,115.67144898
-31.594160331999998,115.67144828199999
-31.594160057999996,115.67144748699998
-31.594159811999997,115.67144672999999
-31.59415951,115.671445967
-31.594159195999996,115.67144508699998
-31.594158873999998,115.67144431199998
-31.594158566,115.671443427
-31.594158258999997,115.67144255699999
-31.594157972,115.671441668
-31.594157719,115.67144078499999
-31.594157411999998,115.67143999000001
-31.594157172000003,115.671439227
-31.59415695,115.67143847599999
-31.594156748,115.671437797
-31.594156308999995,115.67143631500001
-31.594156112,115.671435682
-31.594155937,115.671435015
-31.594155826999998,115.671434542
-31.594155757999996,115.67143427
-31.594155731999997,115.671434146
-31.594155713999996,115.67143411199999
-31.594155820999998,115.67143411500001
-31.594155849,115.671434174
-31.594155861,115.671434204
-31.594155872,115.67143418900001
-31.594155911999998,115.671434144
-31.594155874,115.671434178
-31.594155875,115.67143420699999
-31.594155856,115.67143419
-31.594155867,115.67143416199998
-31.594155869999998,115.671434208
-31.594155900999997,115.67143417199999
-31.594155913999998,115.671434168
-31.594155917000002,115.67143418599998
-31.594155905,115.67143419
-31.594155926999996,115.67143418299999
-31.594155937999997,115.671434195
-31.594155917000002,115.67143420699999
-31.594155926999996,115.67143421300001
-31.594155905999997,115.67143422599999
-31.594155913999998,115.671434217
-31.594155923,115.67143422899998
-31.594155919,115.671434218
-31.594155907999998,115.67143420899998
-31.594155885,115.67143422599999
-31.594155882,115.671434228
-31.594155888,115.67143420699999
-31.594155888,115.671434242
-31.594155881,115.67143423699999
-31.594155867,115.671434266
-31.594155874,115.67143426700001
-31.594155862999997,115.671434276
-31.594155888,115.67143425699999
-31.594155889999996,115.67143423599998
-31.594155863999998,115.671434266
-31.594155902999997,115.671434268
-31.594155891,115.67143425399999
-31.594155925,115.671434224
-31.594155918,115.67143427399999
-31.594155926,115.67143422
-31.594155937999997,115.67143422599999
-31.594155942,115.671434214
-31.594155948,115.671434198
-31.594155912999998,115.67143413800001
-31.594155867999998,115.671434052
-31.594155838,115.671433871
-31.594155729,115.67143365999999
-31.594155664,115.67143345299999
-31.594155554,115.67143319
-31.594155402999995,115.671432871
-31.594155233,115.67143248199999
-31.594155050999998,115.671431943
-31.594154807999995,115.67143127499999
-31.594154507999995,115.671430426
-31.59415412,115.671429428
-31.594153683999995,115.671428247
-31.594153132999995,115.67142695499999
-31.594152657999995,115.67142552499999
-31.594152216,115.67142400699998
-31.59415178,115.671422319
-31.594151276999998,115.67142065699998
-31.594150758999994,115.67141897799999
-31.59415033,115.67141722999999
-31.594149864999995,115.67141545599999
-31.5941495,115.671413706
-31.594149269,115.67141199000001
-31.594149086,115.67141027599999
-31.594148879000002,115.67140857999999
-31.594148752999995,115.671406725
-31.594148714999996,115.671404883
-31.594148708999995,115.671403007
-31.594148647,115.671401068
-31.594148675999996,115.671398996
-31.594148687,115.671396716
-31.594148914999995,115.671394352
-31.594149055,115.67139190399999
-31.594149182,115.67138928399999
-31.594149429,115.67138648399998
-31.594149569,115.671383594
-31.594149725999998,115.67138055599999
-31.594150088999996,115.67137748299999
-31.594150562,115.671374364
-31.594151160000003,115.67137127699999
-31.594151837,115.671368218
-31.594152558999998,115.671365271
-31.594153319999997,115.67136233299999
-31.594154195999998,115.671359389
-31.594155094999998,115.671356445
-31.594156025999997,115.671353567
-31.594157063999997,115.67135067
-31.594158239999995,115.671347793
-31.594159520999998,115.671344853
-31.594160898000002,115.67134186300001
-31.594162399,115.67133888
-31.594163976999997,115.671335721
-31.594165650999997,115.67133267599999
-31.594167449,115.67132958599998
-31.594169364999996,115.67132664
-31.594171399,115.67132370999998
-31.594173547,115.671320743
-31.594175805,115.671317905
-31.594178162,115.67131517899999
-31.594180545999997,115.671312378
-31.594183055,115.671309623
-31.594185764999995,115.67130683599999
-31.594188645999996,115.67130413800001
-31.594191399,115.67130123499999
-31.594194218,115.671298393
-31.594197025,115.67129547999998
-31.594199723,115.67129249599999
-31.594202367,115.67128948099999
-31.594204967,115.671286564
-31.594207681,115.671283868
-31.594210566,115.67128115999998
-31.594213502999995,115.67127848800001
-31.594216587,115.671275895
-31.594219732999996,115.671273276
-31.594222952999996,115.671270701
-31.594226242999998,115.67126810999999
-31.594229575,115.67126542899999
-31.594232911,115.671262751
-31.594236330999998,115.671259993
-31.594239797,115.67125720099999
-31.594243301,115.67125431199999
-31.59424682,115.67125137299999
-31.594250383,115.67124835399999
-31.594253975999997,115.67124528499998
-31.594257607,115.671242163
-31.594261249,115.67123899799999
-31.594265022000002,115.671235775
-31.594268743,115.67123245999998
-31.594272627999995,115.671229183
-31.594276579000002,115.671225844
-31.594280454,115.67122250999998
-31.594284429000002,115.67121905299999
-31.594288545999998,115.67121565999999
-31.594292683999996,115.671212246
-31.594296819999997,115.671208697
-31.594300970999996,115.671205095
-31.594305167,115.67120142099999
-31.594309455999998,115.67119780799999
-31.594313814999996,115.67119412599999
-31.594318173999998,115.671190389
-31.594322607,115.671186622
-31.594327051999997,115.67118290399999
-31.594331600999997,115.671179118
-31.594336182999996,115.671175288
-31.594340704,115.67117131099998
-31.594345307999998,115.671167293
-31.59434993,115.671163374
-31.594354598,115.671159294
-31.594359261,115.671155247
-31.594364011,115.671151195
-31.59436878,115.671147173
-31.59437343,115.67114311099998
-31.594378164,115.671138851
-31.594383007999998,115.671135028
-31.594387829000002,115.67113105499999
-31.594392644,115.67112687
-31.594397556,115.67112287
-31.594402406999997,115.671118819
-31.594407573999998,115.67111492
-31.594412467,115.67111073199999
-31.594417231999998,115.671106745
-31.594422232999996,115.67110270599999
-31.594427169999996,115.671098591
-31.594432025,115.671094528
-31.594436999,115.671090399
-31.594442025,115.671086357
-31.594446986,115.671082551
-31.594451961,115.67107842799999
-31.594456920999995,115.671074092
-31.594461823,115.67107000099999
-31.594466768,115.67106590899999
-31.594471679999998,115.67106208299998
-31.594476558999997,115.67105807799999
-31.594481549999998,115.67105390699999
-31.59448653,115.671049829
-31.594491502999997,115.6710458
-31.594496469,115.67104178699998
-31.594501454,115.67103773199999
-31.594506497,115.671033546
-31.594511512999997,115.671029397
-31.594516742,115.671025263
-31.594521868999998,115.671021099
-31.594526904000002,115.6710169
-31.594531994999997,115.67101273499999
-31.594536986,115.671008617
-31.594542026,115.671004406
-31.594546975,115.671000274
-31.594552001999997,115.670996113
-31.594556975,115.670991969
-31.594561995999996,115.67098781600001
-31.594566888999996,115.67098363599999
-31.594571922,115.670979494
-31.594576829,115.670975274
-31.594581831,115.670971071
-31.594586899,115.67096692599999
-31.594591887,115.67096275699998
-31.594596954,115.67095855999999
-31.594602057999996,115.670954379
-31.594607175999997,115.670950169
-31.594612386999998,115.67094576199999
-31.594617677999995,115.670941322
-31.5946231,115.67093686700001
-31.594628531999998,115.67093237799999
-31.594634098,115.670927769
-31.594639757,115.67092317
-31.59464548,115.670918445
-31.594651327999994,115.670913676
-31.594657029,115.67090886199999
-31.594662837999998,115.67090410799999
-31.594668714999997,115.67089953499999
-31.594673927999995,115.670895347
-31.594678054,115.670891666
-31.59468135,115.67088882499999
-31.59468367,115.670886998
-31.594685036999998,115.67088587
-31.594685800999997,115.67088525499999
-31.594686041000003,115.670885066
-31.594685957999996,115.67088509999999
-31.594685774,115.67088526500001
-31.594685614999996,115.67088537
-31.594685674,115.670885321
-31.594685683999995,115.67088534999999
-31.594685155,115.67088500099999
-31.594685152999997,115.67088497799999
-31.594685157999997,115.670884983
-31.594685167,115.670884979
-31.59468516,115.670884972
-31.594685156999997,115.67088497099999
-31.594685166,115.67088498499999
-31.594685176,115.67088497499999
-31.594685179,115.67088495099999
-31.594685176999995,115.670884989
-31.594685169999998,115.670885016
-31.594685158999997,115.670885003
-31.594685156999997,115.67088501500001
-31.594685167,115.670885022
-31.594685181,115.67088503199999
-31.594685176999995,115.670885
-31.594685175,115.670884994
-31.594685189999996,115.670885
-31.594685182,115.670884966
-31.594685189999996,115.670884963
-31.594685189999996,115.67088496400001
-31.594685193,115.67088497
-31.594685217,115.67088495399999
-31.594685172000002,115.67088500999999
-31.594685188999996,115.67088501099998
-31.594685187,115.67088497799999
-31.594685182,115.670884983
-31.594685170999995,115.670884968
-31.594685167999998,115.67088498
-31.594685186,115.67088498
-31.594685199,115.670885
-31.594685227999996,115.67088498499999
-31.594685235,115.67088495099999
-31.594685239999997,115.670884976
-31.594685270999996,115.67088501199999
-31.594685272000003,115.670885018
-31.594685275,115.67088496099998
-31.594685269,115.67088495699998
-31.594685258999995,115.67088497
-31.594685261,115.670884968
-31.594685274,115.67088498599999
-31.594685254999998,115.67088498699998
-31.594685258,115.67088500199999
-31.594685266000003,115.670885016
-31.594685249999998,115.670885054
-31.594685235,115.670885069
-31.594685177999995,115.670885102
-31.594685226999996,115.670885073
-31.594685287,115.670885048
-31.594685374,115.67088497399999
-31.594685561,115.670884851
-31.594685797,115.67088457899999
-31.594686149999998,115.670884242
-31.594686641000003,115.670883891
-31.594687195,115.67088356500001
-31.594687808999996,115.67088322
-31.594688583999996,115.670882773
-31.594689500999998,115.67088213599999
-31.594690541000002,115.670881633
-31.594691593,115.67088090999998
-31.594692752999997,115.67088013299998
-31.594694048,115.670879276
-31.594695324,115.670878249
-31.594696751999997,115.67087722699999
-31.59469816,115.67087605299999
-31.594699656,115.670874944
-31.594703085000003,115.67087242699999
-31.594704906999997,115.670871122
-31.5947069,115.670869588
-31.594708931,115.670868239
-31.594710966,115.67086669300001
-31.594713117,115.670865045
-31.594715388999997,115.670863391
-31.594717774,115.67086166600001
-31.594720241,115.670859821
-31.594722600999997,115.670857871
-31.594725067,115.67085580099999
-31.594727698,115.67085368
-31.594730395,115.67085142399999
-31.594733225,115.670849279
-31.594736145999995,115.670847102
-31.594739050999998,115.670844813
-31.594742039999996,115.670842363
-31.594745047,115.67083988499998
-31.594748249,115.67083740499999
-31.594751647000002,115.670834864
-31.594754956,115.67083208199999
-31.594758322,115.67082923
-31.594761758999997,115.67082633
-31.594765324,115.670823277
-31.594768858999995,115.670820197
-31.594772419999998,115.67081712899999
-31.594776172000003,115.67081385499999
-31.594779963999997,115.670810625
-31.594783883999995,115.670807292
-31.594787883999995,115.67080386099998
-31.594791882999996,115.67080044000001
-31.594795960000003,115.670796883
-31.594800155,115.67079333299999
-31.594804344999996,115.670789746
-31.594808506999996,115.670785964
-31.594812731999998,115.670782289
-31.594816925999996,115.67077868399998
-31.594821094999997,115.67077500399999
-31.594825314999998,115.670771313
-31.594829698,115.670767672
-31.594834244999998,115.67076403499999
-31.594838750999998,115.67076028299999
-31.594843207999997,115.670756224
-31.594847711,115.67075211099998
-31.594852225999997,115.670747951
-31.594856862,115.67074366199998
-31.594861593999997,115.67073931199998
-31.594866443,115.670734856
-31.594871427999994,115.670730407
-31.594876432,115.67072607799999
-31.594881312,115.67072168599998
-31.594886182999996,115.67071732699999
-31.594891124,115.67071301300001
-31.594896098,115.67070868499998
-31.594901011999998,115.67070422999998
-31.594905919,115.670699774
-31.594910787999996,115.670695305
-31.59491566,115.670690845
-31.594920511999998,115.67068633399998
-31.594925399999997,115.67068183299999
-31.594930218,115.67067728900001
-31.594935045999996,115.67067274899999
-31.594939925,115.67066823199998
-31.594944749,115.670663696
-31.594949501,115.67065910499998
-31.594954319,115.67065448199999
-31.594959102999997,115.67064986300001
-31.594963949999997,115.67064525999999
-31.594968722,115.67064064
-31.594973477999996,115.67063599000001
-31.594978273,115.670631323
-31.594983050999996,115.67062657899999
-31.594987836999998,115.67062179
-31.594992624,115.67061707699999
-31.594997387,115.67061229699999
-31.595002058999995,115.67060745999999
-31.595006794,115.67060266199998
-31.595011593,115.67059786099999
-31.595016349999998,115.67059305699999
-31.595021049,115.670588246
-31.595025813999996,115.67058347599999
-31.595030576,115.67057873499999
-31.595035327999994,115.67057405099999
-31.595040033999997,115.67056926400001
-31.595044756,115.67056443299998
-31.595049423,115.670559619
-31.595054055,115.67055480399999
-31.595058706999996,115.67055005599998
-31.595063413,115.67054523599998
-31.595072597,115.67053554499999
-31.595077277999994,115.67053078599999
-31.595081927999995,115.67052600599999
-31.595086543999997,115.670521191
-31.595091174,115.67051641199998
